subset,domain,file_name,image_id,seed_index,seed_ann_id,click_cx,click_cy,mpp,is_recorded_seed,n_agreement_pool,n_after_border,n_joint_valid,n_seed_pool,n_retries,refused_draws,contested_seed_tier,margin_px,rect_y0,rect_y1,rect_x0,rect_x1,rect_h,rect_w,rectm_y0,rectm_y1,rectm_x0,rectm_x1,rectm_h,rectm_w,grow_top,grow_bottom,grow_left,grow_right,rect_touches_window_edge,n_comp_px,n_kept_px_rect,n_kept_px_rectm,n_kept_px_mask,mask_share_of_bbox,n_filled_px,n_filled_px_1um,n_filled_px_mask,fill_value,fill_value_1um,fill_value_mask,n_distinct_templates,collided_with_default,degenerate_hem_rect_fill,degenerate_hem_rect_fill_1um,degenerate_hem_mask_fill_1um,sha_default_51,sha_hem_rect_fill,sha_hem_rect_fill_1um,sha_hem_mask_fill_1um
testing_35,canine soft tissue sarcoma,425.tiff,425,2,21120,2750.0,1080.0,0.24816562612969095,True,11,11,11,9,0,,False,4,5,42,9,40,37,31,1,46,5,44,45,39,4,4,4,4,False,575,1147,1755,1073,0.6113960113960114,1454,846,1528,0.06173079088330269,0.061420731246471405,0.06296762824058533,4,,False,False,False,ed60f94cefc8ef4c2899b649b8c5557ddb7cf23b,10391b4aee7a0067654041dc7c05819deda8d66e,eb7be9ace1e7b3d3327f6832df284fe30dd8d034,2428dcddd268f14efd7c9a38c9504882d2562a46
testing_35,canine soft tissue sarcoma,425.tiff,425,3,21134,5846.0,4658.0,0.24816562612969095,False,11,11,11,8,0,,False,4,12,36,10,42,24,32,8,40,6,46,32,40,4,4,4,4,False,464,768,1280,871,0.68046875,1833,1321,1730,0.052019163966178894,0.04670189321041107,0.049180030822753906,4,,False,False,False,c1bf49ea79eda197a0f7894d36ff232a0df5c76d,793316aaf96db24af8fab9ab090c22cc023a3729,211cbdd7351b10e1cdd92a0630b9327498e22086,ee7f024e43411c6041d9d9621d306cf91110898d
testing_35,canine soft tissue sarcoma,425.tiff,425,4,21121,633.0,2435.0,0.24816562612969095,False,11,11,11,7,0,,False,4,10,39,10,31,29,21,6,43,6,35,37,29,4,4,4,4,False,319,609,1073,711,0.6626281453867661,1992,1528,1890,0.042967289686203,0.039439521729946136,0.041549280285835266,4,,False,False,False,e4cfb46563f3810385dee60f282da5f61a863be6,2f6b7ecd0d32da5f5b2b387d39b8394d8936bfa2,2229c86a3ea562fb3f598404742b25cda3738db0,54d41258b2f1c958c651a77b60f407433839fc3e
testing_35,canine soft tissue sarcoma,425.tiff,425,5,21114,2215.0,127.0,0.24816562612969095,False,11,11,11,6,0,,False,4,9,45,10,44,36,34,5,49,6,48,44,42,4,4,4,4,False,581,1224,1848,1121,0.6066017316017316,1377,753,1480,0.05664898827672005,0.05124326050281525,0.054888833314180374,4,,False,False,False,4fb4471677f6e92ff380c05bf111a4b8bc17b963,381153abe0ccc7216492f52f6215348dc5ed50b1,faabae09632309c100aa52d68c909883a1f5edd0,5a819424c51901f2f17a40b345cc61ccf2ff2bae
testing_35,canine soft tissue sarcoma,435.tiff,435,0,21400,2508.0,2704.0,0.24816562612969095,True,40,40,29,40,1,21358:gray_bbox+hem_bbox,False,4,12,41,14,35,29,21,8,45,10,39,37,29,4,4,4,4,False,356,609,1073,787,0.7334575955265611,1992,1528,1814,0.0697062537074089,0.07079090178012848,0.0697430819272995,4,,False,False,False,e310cfde12ef25bc8c60885948ad438bd13d494f,14eae69661b680f4ad0e61504f67a21281d0ac84,6c1a639b6d59c7dcd59fed922a2dbfe88b371119,1602340e8dd720a60b5a3be6919201efdb36b6ea
testing_35,canine soft tissue sarcoma,435.tiff,435,1,21385,1579.0,1891.0,0.24816562612969095,True,40,40,29,39,0,,False,4,8,39,17,35,31,18,4,43,13,39,39,26,4,4,4,4,False,300,558,1014,679,0.6696252465483234,2043,1587,1922,0.04610743001103401,0.04673893004655838,0.045400988310575485,4,,False,False,False,69b1310d18cf15abc88921ea1eac48b629b7a306,bc01cfde667ef2511121ef1021034150a913e456,06b3872f03b36a07ebdc3a7a9a6e0b4600c1a579,6812ad72d7b2a0abf745922e1c5e54450d145b82
testing_35,canine soft tissue sarcoma,435.tiff,435,2,21359,1656.0,71.0,0.24816562612969095,True,40,40,29,38,2,21354:hem_bbox;21388:gray_bbox+hem_bbox,False,4,20,45,14,37,25,23,16,49,10,41,33,31,4,4,4,4,False,304,575,1023,667,0.6520039100684262,2026,1578,1934,0.07463399320840836,0.07417932152748108,0.07372474670410156,4,,False,False,False,939cbca1d509d014455a9fb1c204fbd390cd460f,12c147e5d63052d1846fab07148c4bb869778a50,7fe679e2e446846a904978dad40a096e7a078ded,ed3c74d8de822de3505fa73d1e17691bc7df7e7e
testing_35,canine soft tissue sarcoma,435.tiff,435,3,21382,2369.0,1143.0,0.24816562612969095,False,40,40,29,37,0,,False,4,14,37,11,37,23,26,10,41,7,41,31,34,4,4,4,4,False,368,598,1054,740,0.7020872865275142,2003,1547,1861,0.04893302917480469,0.04894479736685753,0.048331063240766525,4,,False,False,False,2b624c8babb6fa590597b69c2641989b7714ed87,dfbc76bee57ce34007acb41caf5ad9b653cb7e00,2624a4c535951d1832cb5a7754b6825eb8964ee8,e161fbc6f9bfdafd114bc7ce7f2dcf88a39b976a
testing_35,canine soft tissue sarcoma,435.tiff,435,4,21412,227.0,2952.0,0.24816562612969095,False,40,40,29,36,2,21354:hem_bbox;21386:hem_bbox,False,4,20,39,9,41,19,32,16,43,5,45,27,40,4,4,4,4,False,290,608,1080,677,0.6268518518518519,1993,1521,1924,0.05062296614050865,0.048770517110824585,0.048308249562978745,4,,False,False,False,3fefbb5fc0be1949227a859640e78735fa407a81,85b964041d9a646f3c4f59e9d9d22545c4a4f69b,e6f26a9c2d6f882daf8acc74ccacce5d566a11c7,1e5be8690d55448dca45520c31a4788a73d64b2d
testing_35,canine soft tissue sarcoma,435.tiff,435,5,21446,2757.0,4546.0,0.24816562612969095,False,40,40,29,35,2,21386:hem_bbox;21387:gray_bbox+hem_bbox,False,4,11,40,9,39,29,30,7,44,5,43,37,38,4,4,4,4,False,570,870,1406,1019,0.7247510668563301,1731,1195,1582,0.06504839658737183,0.06955845654010773,0.06474876403808594,4,,False,False,False,cbac41cf14536c2d9cc96e78ca8cbf201e890017,1998abd42e97f2bf48b26da7c7b9c924729f5f1f,3d448a2ea4780f94c51cfb0eba4ee48c1e68640f,57f55d5fced6312bbef1f860d72e94d1788582f3
testing_35,canine soft tissue sarcoma,462.tiff,462,0,22660,4205.0,369.0,0.24816562612969095,True,13,13,12,13,0,,False,4,14,36,10,40,22,30,10,40,6,44,30,38,4,4,4,4,False,416,660,1140,801,0.7026315789473684,1941,1461,1800,0.02368089184165001,0.022748075425624847,0.022396806627511978,4,,False,False,False,dff8edc30198c6b8599200252b1c16f084bde9a9,d6a5bb20937a7f663a6fe96a085e3dd582fe6951,9a2b91e82120f9eb327a628aa3dae0dd4d72b4b6,ae3055d778eefbaecb8f292ea33921ac043b87cb
testing_35,canine soft tissue sarcoma,462.tiff,462,1,22686,4752.0,2901.0,0.24816562612969095,True,13,13,12,12,1,22673:gray_bbox,False,4,15,36,12,40,21,28,11,40,8,44,29,36,4,4,4,4,False,293,588,1044,664,0.6360153256704981,2013,1557,1937,0.021630601957440376,0.01947825402021408,0.02047603204846382,4,,False,False,False,00de1d0f508570ee85e967662cbbffd42683a3a6,cb714c4d61bf5d415d37a148fbffee76ed2344e6,df66c893951c8505976e4fa68da23853c99246f7,42c17f22625263d72e3087519aaf6b35a30729a7
testing_35,canine soft tissue sarcoma,462.tiff,462,2,22672,3169.0,908.0,0.24816562612969095,True,13,13,12,11,0,,False,4,22,36,14,34,14,20,18,40,10,38,22,28,4,4,4,4,False,175,280,616,446,0.724025974025974,2321,1985,2155,0.026735538616776466,0.025687245652079582,0.025885632261633873,4,,False,False,False,da79407ef16aec0e64e58f99ffb2242bc000a95a,e9d56543d03327b92db4e3a85031835eae8dc533,02ccd4c67af93911df002732f8bc13c0dac2a85f,24fe9deb58608b17ba3bebe1e780fc1f885e9294
testing_35,canine soft tissue sarcoma,462.tiff,462,3,22692,2482.0,3954.0,0.24816562612969095,False,13,13,12,10,0,,False,4,17,32,12,39,15,27,13,36,8,43,23,35,4,4,4,4,False,297,405,805,630,0.782608695652174,2196,1796,1971,0.01683570072054863,0.014747881330549717,0.015069091692566872,4,,False,False,False,400222375ce7478ffaa715accf41a48ff77a521c,6e687a46bf871d2b62b1e29db461671d3ec58a0d,0f59c3c28b67fa17a71eea4a38d2b5ee0f754cef,7697b10dca89af07df704ab210e734e2e2f06351
testing_35,canine soft tissue sarcoma,462.tiff,462,4,22695,6427.0,3950.0,0.24816562612969095,False,13,13,12,9,0,,False,4,13,32,12,38,19,26,9,36,8,42,27,34,4,4,4,4,False,242,494,918,602,0.6557734204793029,2107,1683,1999,0.03181922435760498,0.03293141350150108,0.03209269046783447,4,,False,False,False,eb319663b1138ed63194af0a15713d7dfed27a2c,2e65d05e5bf3908b604d0f64057bc7e6dca82dd8,878a7eecf0e06bf54b586f6de10a18b2ccb9eb4f,ff4ed8e3b275eeec243fef97fd2dd74139828305
testing_35,canine soft tissue sarcoma,462.tiff,462,5,22675,5629.0,1040.0,0.24816562612969095,False,13,13,12,8,0,,False,4,16,34,11,35,18,24,12,38,7,39,26,32,4,4,4,4,False,296,432,832,631,0.7584134615384616,2169,1769,1970,0.02243804931640625,0.022174479439854622,0.02183629758656025,4,,False,False,False,690211a453eb1d8dde100f8f2f2be0686e7a2bdd,2906ab85c9aaa8581481b8811c519030a6bb1797,a6d9be08874c81294ec8f496654115f171d37f43,9cbd8c64914fd83f4711dfbfa902137c14aa0629
testing_35,canine soft tissue sarcoma,499.tiff,499,0,23957,3641.0,2114.0,0.24816562612969095,True,60,59,38,59,0,,False,4,16,32,13,39,16,26,12,36,9,43,24,34,4,4,4,4,False,290,416,816,625,0.7659313725490197,2185,1785,1976,0.01211577095091343,0.010708902962505817,0.011083469726145267,4,,False,False,False,af549fafac463371d3abd7d4fc8f23aaef8a38f6,bad244a32930ef6d3138cc3135e24bd6bc947cc3,2fe3085ad6c72179a800dfb609c2c9284a02470f,4e6ca2575ff9a743610d5869cf21cb065ca1b116
testing_35,canine soft tissue sarcoma,499.tiff,499,1,24000,6357.0,4423.0,0.24816562612969095,True,60,59,38,58,1,23919:gray_bbox+hem_bbox,False,4,17,34,14,37,17,23,13,38,10,41,25,31,4,4,4,4,False,256,391,775,582,0.7509677419354839,2210,1826,2019,0.014888375997543335,0.012125222012400627,0.013244707137346268,4,,False,False,False,877d4eb538d82d434198e196958b0332a9d782ad,b404be825f7c070fe65d63b26ab0a4d314428c75,f88e485558d5902cdb4dc123cbbbfdc9b0ab8700,d4096e1bcc0f867acbc06467a5d4d8b02ec4615d
testing_35,canine soft tissue sarcoma,499.tiff,499,2,23980,2547.0,3622.0,0.24816562612969095,True,60,59,38,57,0,,False,4,12,31,9,39,19,30,8,35,5,43,27,38,4,4,4,4,False,280,570,1026,661,0.6442495126705653,2031,1575,1940,0.013718314468860626,0.012598707340657711,0.0131851676851511,4,,False,False,False,0afc707bb385607e95662882c91403932c7e95ba,6e65ab9c8bc3f6a86571f02d67fc6c5813e707c1,2c78e8b49f623acbec260dfb8388540952dd964a,dc7e385a3cabfc3ec1cd48c911e24dcf4ad5b794
testing_35,canine soft tissue sarcoma,499.tiff,499,3,23939,4964.0,1283.0,0.24816562612969095,False,60,59,38,56,0,,False,4,13,38,13,34,25,21,9,42,9,38,33,29,4,4,4,4,False,254,525,957,599,0.625914315569488,2076,1644,2002,0.013618634082376957,0.012007471174001694,0.012622131034731865,4,,False,False,False,b0ffbb300378001e16dbb7374a63c4c5c9428d93,299407e9c895c616db5364cb27c745bf6733475a,4069f1f4226c2d8917d6a6f8729e62a505bf57e8,a558a3c8314302c79444b53a5d64bca821b239fc
testing_35,canine soft tissue sarcoma,499.tiff,499,4,23925,4760.0,239.0,0.24816562612969095,False,60,59,38,55,0,,False,4,7,38,14,38,31,24,3,42,10,42,39,32,4,4,4,4,False,338,744,1248,831,0.6658653846153846,1857,1353,1770,0.014856411144137383,0.015160385519266129,0.014947772957384586,4,,False,False,False,43215d0a3fde15ffca4929a3365f64c7d7de13a9,f44a05495ec6a3fd2ab9889e433af8d2733e6cc9,ae5edde954cd78ece66aef2c1d69a34b5871b3da,33e8a792eede490eaa268aeb486bdadfffe0857a
testing_35,canine soft tissue sarcoma,499.tiff,499,5,23969,260.0,2936.0,0.24816562612969095,False,60,59,38,54,0,,False,4,9,36,20,41,27,21,5,40,16,45,35,29,4,4,4,4,False,319,567,1015,719,0.7083743842364532,2034,1586,1882,0.012734697200357914,0.012461725622415543,0.012214799411594868,4,,False,False,False,f5f122c514c7f08e214123b299187b70b2e51874,816da089f7614b16c9ecec1d7c7acfb92067b66d,ab24d35eabf1d3c0592aa31d6d10dfb48dbdf7de,1e017ceedff45313f493dd2ea14f80679638a42a
original_14,human breast cancer,013.tiff,13,0,249,1710.0,2861.0,0.22632094805310524,True,11,11,7,11,1,254:hem_bbox,False,4,6,44,7,46,38,39,2,48,3,50,46,47,4,4,4,4,False,934,1482,2162,1479,0.6840888066604995,1119,439,1122,0.016157900914549828,0.01669447124004364,0.016067735850811005,4,,False,False,False,db81825e885b427bc19553a36def347eada9241c,fcf27cddc84421bf5376001eab41acb0d98dacd4,b6d555ef1fecf1cbfb18267f29de0d84c2f542ee,1e83b15e4d85e429c9b3f837c4953569523a5ade
original_14,human breast cancer,013.tiff,13,1,263,3727.0,5362.0,0.22632094805310524,True,11,11,7,10,1,243:gray_bbox+hem_bbox,False,4,13,38,15,41,25,26,9,42,11,45,33,34,4,4,4,4,False,489,650,1122,862,0.768270944741533,1951,1479,1739,0.025410432368516922,0.02387092262506485,0.023430056869983673,4,,False,False,False,0d1c070ff8283ee8df14ecdcbd5514d0b2c916ef,ffa3e5f9a44ea6f4b1c7a5f72d209b0f1504f5b0,d336f98947567dc8938cec5bf0907fdc61d64781,8195a4aa55a1e96acecdb9897e308c011c3adfd5
original_14,human breast cancer,013.tiff,13,2,258,3064.0,3994.0,0.22632094805310524,True,11,11,7,9,0,,False,4,15,33,3,42,18,39,11,37,0,46,26,46,4,4,3,4,False,346,702,1196,764,0.6387959866220736,1899,1405,1837,0.020681163296103477,0.020052770152688026,0.019624503329396248,4,,False,False,False,f3d5302d7dc776e2b200e74a1cbbaecfe1525195,f5d6b6158cd0b6d44bdcc03b1ae0c3184b53cfc9,5e4e33e8bb399ae0a009b8cb49edc98fbf53dc3d,c197c8fbab9083c09e2f333fd26d9f7bf5ea156f
original_14,human breast cancer,013.tiff,13,3,246,5243.0,1969.0,0.22632094805310524,False,11,11,7,8,1,260:gray_bbox+hem_bbox,False,4,8,39,4,42,31,38,4,43,0,46,39,46,4,4,4,4,False,779,1178,1794,1342,0.7480490523968785,1423,807,1259,0.025121083483099937,0.02321368083357811,0.024361686781048775,4,,False,False,False,d8b8eec487f1e0248f9490ccee7880de5f27ad9e,bbd3c1f91492f9afcbdf170b31a3a98da973eb24,9c5525a6b163ae2080fb76f2b47bb7b4313147c1,f54a6e5249b4e13a1d170dca8667bc38fab07518
original_14,human breast cancer,013.tiff,13,4,242,2123.0,1570.0,0.22632094805310524,False,11,11,7,7,0,,False,4,17,36,11,43,19,32,13,40,7,47,27,40,4,4,4,4,False,317,608,1080,707,0.6546296296296297,1993,1521,1894,0.01995968632400036,0.019549036398530006,0.01944693922996521,4,,False,False,False,5703b41ce7bf3158ce42e5d4ca2b5edb1780732a,8f222b5f48e624dd006e05de9ec59d6e6117920a,e7b7e1c1853306527e05b5f796abe101ca8bd9d7,83ed76f279664b1dd0c74df6f1214c81bf5684d8
original_14,human breast cancer,013.tiff,13,5,241,6033.0,722.0,0.22632094805310524,False,11,11,7,6,2,254:hem_bbox;243:gray_bbox+hem_bbox,False,4,17,38,7,42,21,35,13,42,3,46,29,43,4,4,4,4,False,394,735,1247,811,0.6503608660785886,1866,1354,1790,0.027631858363747597,0.0275946706533432,0.02672988921403885,4,,False,False,False,bf3923bc17f80b20886a30b99a31ef7f332bc29f,ecd1600c16ea97d78114a3b665b85597e3238d78,c35bcbf6b1ae50ab78e91a92a69d95bf1937444d,5a4951b2e6a911f61ec56f3c0a99f2c63d146d9c
original_14,human breast cancer,094.tiff,94,0,2512,5560.0,1178.0,0.22984761284250915,True,49,49,41,49,0,,False,4,13,36,13,33,23,20,9,40,9,37,31,28,4,4,4,4,False,318,460,868,662,0.7626728110599078,2141,1733,1939,0.017636068165302277,0.018988914787769318,0.01801970973610878,4,,False,False,False,affed4fe7b20ef79f56dcef662866d0f25556425,904fecef1f58ebce7f84167837b0a0e8ca9c37ec,facf9dc57415ee17e8dac65d1231c0fcdf210f85,9f43d494fc75f29e6bee7aa8d56b4a95c137b78a
original_14,human breast cancer,094.tiff,94,1,2536,4186.0,2213.0,0.22984761284250915,True,49,49,41,48,0,,False,4,18,40,18,41,22,23,14,44,14,45,30,31,4,4,4,4,False,276,506,930,611,0.656989247311828,2095,1671,1990,0.017744604498147964,0.01788800023496151,0.01725625805556774,4,,False,False,False,311eeb61caa583248b30ba66270b849d1703f084,61d81562a7e994948b9464d5773874c56424a8b0,3e9d1c4727707b3456d79ae9071e7d20e5caa5e7,7eb9f5c46bbc9a329ae92a37703b5d89486a0f4f
original_14,human breast cancer,094.tiff,94,2,2494,5421.0,405.0,0.22984761284250915,True,49,49,41,47,0,,False,4,9,30,10,42,21,32,5,34,6,46,29,40,4,4,4,4,False,379,672,1160,798,0.6879310344827586,1929,1441,1803,0.022191988304257393,0.022134840488433838,0.021344445645809174,4,,False,False,False,f6538e7c0e6f7cd42a5cf3bd2aaf8f6c7bda05c1,f720aab1ea32310686861dfccb06775b502a5565,c1832d4d644277521ac7013705b3ceab73aec1d0,04d0bbe1800d778ab24d462824593346f7d040a4
original_14,human breast cancer,094.tiff,94,3,2612,289.0,4130.0,0.22984761284250915,False,49,49,41,46,0,,False,4,13,41,11,45,28,34,9,45,7,49,36,42,4,4,4,4,False,634,952,1512,1086,0.7182539682539683,1649,1089,1515,0.012421821244060993,0.013110323809087276,0.012100518681108952,4,,False,False,False,96a8c72625e259b0a3b636b6d428241d9439e52a,a69c01e6a03ca8b638503175bec063b0f844846b,468afd67da0fafa7a5a078bab0a87143f14d9a91,d39781707c9248cec89083b605b7bef108ee992f
original_14,human breast cancer,094.tiff,94,4,2493,4897.0,819.0,0.22984761284250915,False,49,49,41,45,0,,False,4,15,36,14,42,21,28,11,40,10,46,29,36,4,4,4,4,False,377,588,1044,754,0.7222222222222222,2013,1557,1847,0.01672113500535488,0.017788304015994072,0.016925981268286705,4,,False,False,False,86b506f9efcbe4c8915d7ff4ed879c778d47abbf,8f56cb55a2018f7b0b19801eb89a6ecc2382c520,4b6f453eeb3bd92bc04b7f42b435ec114b566cf1,8ad9b9ed03dae96bcea6e07a1f2f1fdc62405c06
original_14,human breast cancer,094.tiff,94,5,2577,6884.0,2795.0,0.22984761284250915,False,49,49,41,44,0,,False,4,15,37,11,33,22,22,11,41,7,37,30,30,4,4,4,4,False,373,484,900,725,0.8055555555555556,2117,1701,1876,0.021163666620850563,0.02150862105190754,0.021333469077944756,4,,False,False,False,4e91db7cd9d3e632009b81b27b620442c65a1504,8d4e04311aeb0a7316de50ea6f662a6403ccd251,43424ba89dd294781dbede6b7a69bfd43d8ae7be,cbd16299bfa708d23e42b52de2da24fde785d1fb
testing_35,human breast cancer,007.tiff,7,0,135,2046.0,3969.0,0.22690727175272468,True,17,17,15,17,0,,False,4,14,40,9,39,26,30,10,44,5,43,34,38,4,4,4,4,False,412,780,1292,858,0.6640866873065016,1821,1309,1743,0.03745405003428459,0.035559721291065216,0.035773564130067825,4,,False,False,False,36ba49d6cfaf2e01df08f2bc46300c21662594d7,ebb53905d1857e156ae3276bcd3d29b02d52f90f,20334d9d886adf1fd963a644250150734fa6e795,acd1cf7a1f777432ef2d01182f02a7bb08704af6
testing_35,human breast cancer,007.tiff,7,1,134,6898.0,3323.0,0.22690727175272468,True,17,17,15,16,0,,False,4,11,38,7,37,27,30,7,42,3,41,35,38,4,4,4,4,False,404,810,1330,823,0.618796992481203,1791,1271,1778,0.024548452347517014,0.02155553176999092,0.024534154683351517,4,,False,False,False,61c23b7b762ac2ec869da27b3ea1639692a9c23f,c6d6bfaafd5f19c963c0aeb17ba665600067c498,3a3a38310e5e9b783f77d3e87ed4b9db08266b22,f4102d322b9e4bc0302f49f8f8d998c6e313bbf9
testing_35,human breast cancer,007.tiff,7,2,130,5593.0,3198.0,0.22690727175272468,True,17,17,15,15,0,,False,4,3,39,12,41,36,29,0,43,8,45,43,37,3,4,4,4,False,757,1044,1591,1244,0.7818981772470145,1557,1010,1357,0.027922306209802628,0.03122517466545105,0.027926981449127197,4,,False,False,False,2a62478d69d93e5e776b82e42b90424d4729baa5,b088fa1817549969629598fa85de7af5f9e97c81,ea5168e58b3c9051d2150366cd83d86c4b61ea90,ed3adefba726173c317f624580d0321e70c9cd80
testing_35,human breast cancer,007.tiff,7,3,131,6993.0,3553.0,0.22690727175272468,False,17,17,15,14,1,124:gray_bbox+hem_bbox,False,4,12,34,0,47,22,47,8,38,0,51,30,51,4,4,0,4,True,603,1034,1530,1065,0.696078431372549,1567,1071,1536,0.026645174250006676,0.023696651682257652,0.023521501570940018,4,,False,False,False,1964cb46af3721db1544c72e3238af86c18cea03,bf7d8aa809ed237e625fef5895ad42babc42f05a,d57ac3b5ebb515c83c978ffe4122ab58b71e5cf6,50d575b1e78f1976aa7ff6e020a560a7c6a5ac38
testing_35,human breast cancer,007.tiff,7,4,141,4001.0,5127.0,0.22690727175272468,False,17,17,15,13,0,,False,4,7,48,8,41,41,33,3,51,4,45,48,41,4,3,4,4,False,879,1353,1968,1441,0.7322154471544715,1248,633,1160,0.04082901403307915,0.03687326982617378,0.03793808072805405,4,,False,False,False,0adbba6d12546ebe12de1783e4e8792e26728fa1,5b0c45a103a25b7d5b384637c7370daa7c7c243a,45dd942a2192752df0c86c197dc8d58424d93753,c6453cdf6fa7b876a4b0b02e01ba178d96554b13
testing_35,human breast cancer,007.tiff,7,5,113,4230.0,250.0,0.22690727175272468,False,17,17,15,12,0,,False,4,15,35,19,33,20,14,11,39,15,37,28,22,4,4,4,4,False,171,280,616,435,0.7061688311688312,2321,1985,2166,0.02786850929260254,0.028836233541369438,0.028097761794924736,4,,False,False,False,fb0dbb049436dd7963de7974e36e9fd2d65dcb0e,f7854774d403fea93bf4cb79e8bbf4c540c60a0e,3e943b30429b9b84b20a78c0c8da8c8793d5d5bd,93ebecd14b60895d252eebadb92857f21b7d219e
testing_35,human breast cancer,072.tiff,72,0,1812,6090.0,1925.0,0.22984761284250915,True,32,32,28,32,0,,False,4,8,37,12,41,29,29,4,41,8,45,37,37,4,4,4,4,False,523,841,1369,934,0.6822498173849525,1760,1232,1667,0.016874590888619423,0.015595152042806149,0.016025181859731674,4,,False,False,False,95a2e49eb9717b67a88aab858ff94ab9938b595f,82af8633f73ed86383d2ee72a07467d67cdf7e71,601a1d92fe5417c4f1d13cd2a8295ef1bca400a8,faf7190f7161dbf43c98f17cc74d20511b8a0bd1
testing_35,human breast cancer,072.tiff,72,1,1844,6589.0,1848.0,0.22984761284250915,True,32,32,28,31,0,,False,4,12,39,14,34,27,20,8,43,10,38,35,28,4,4,4,4,False,315,540,980,666,0.6795918367346939,2061,1621,1935,0.014608344063162804,0.014585320837795734,0.014222079887986183,4,,False,False,False,29e669757700f2eb35cf23501ddf85255009fc33,cdccab00cbd2569213c368f648edddb37344f64a,4effc92202cc93b2ec47a777e1458c252cbccb57,23b4068219c8d67ced0b707a09dade90ad3cb133
testing_35,human breast cancer,072.tiff,72,2,1813,6139.0,2316.0,0.22984761284250915,True,32,32,28,30,0,,False,4,4,43,7,36,39,29,0,47,3,40,47,37,4,4,4,4,False,745,1131,1739,1304,0.7498562392179413,1470,862,1297,0.015789151191711426,0.01612783968448639,0.01452635508030653,4,,False,False,False,3ed5eaa63291cebe5697ec555ade862e5a152e4b,3cf85aef6d6d08927fd082d066c845c64f2dadf2,6510838351aa3d7b2938f6c685fe0e67db985e11,59a85c19b099dbb6d16638119febf3e47f886042
testing_35,human breast cancer,072.tiff,72,3,1806,2204.0,1658.0,0.22984761284250915,False,32,32,28,29,0,,False,4,8,39,10,42,31,32,4,43,6,46,39,40,4,4,4,4,False,591,992,1560,1038,0.6653846153846154,1609,1041,1563,0.013618620112538338,0.0116052171215415,0.013110497035086155,4,,False,False,False,c4c7966c7b091fd98bf6c36afb95c0a4732f3c4d,436ac832d0e352cbb011d7e97da18ba88f42a352,ca7fa52399770a4de23733b115b373c4cf606fac,fdbee3d24222cf84d89766a9c97b20aae47fd684
testing_35,human breast cancer,072.tiff,72,4,1836,2991.5,667.5,0.22984761284250915,False,32,32,28,28,0,,False,4,8,45,2,42,37,40,4,49,0,46,45,46,4,4,2,4,False,702,1480,2070,1377,0.6652173913043479,1121,531,1224,0.011633019894361496,0.011221762746572495,0.01211607176810503,4,,False,False,False,2596fdb59b523346e4d3f85ec886943c3841cf22,1a4f632e3bec4656e214893bfa9ceb0e306f2fbb,bff65f5d77bc376fcfe6c4e09c841d903a9399a1,5a5100ca8ae7bb3a8bd2a776cf441df4df1627a4
testing_35,human breast cancer,072.tiff,72,5,1809,5302.0,2011.0,0.22984761284250915,False,32,32,28,27,2,1790:gray_bbox+hem_bbox;1810:hem_bbox,False,4,11,41,3,37,30,34,7,45,0,41,38,41,4,4,3,4,False,542,1020,1558,993,0.6373555840821566,1581,1043,1608,0.018281226977705956,0.016996731981635094,0.016794070601463318,4,,False,False,False,7e03d35c6fdc0fdf7cefe934a9c46e02614c7caf,7bf87a0a5f85d19306d506f206334818e3e265d9,0ff4b3e389aa978c8381c6e8d3926d4ac6fcc71f,cbe5762c9af3d846b7f09ed9785745e46c092d8d
testing_35,human breast cancer,100.tiff,100,0,2794,6818.0,3237.0,0.22984761284250915,True,22,22,16,22,0,,False,4,18,37,15,43,19,28,14,41,11,47,27,36,4,4,4,4,False,268,532,972,615,0.6327160493827161,2069,1629,1986,0.010965378023684025,0.010070468299090862,0.00944611243903637,4,,False,False,False,8351822a490d55efef1a1a746065b45b8bcf194a,983306f5d1266f85ec71b4c5427570437fbe3c55,2e284e09df2d2d82ed4360c0ab03ebffe74f56ee,700bb1800b418f6a309dc32376ad58cdf19e714b
testing_35,human breast cancer,100.tiff,100,1,2768,5524.0,2327.0,0.22984761284250915,True,22,22,16,21,0,,False,4,18,46,10,41,28,31,14,50,6,45,36,39,4,4,4,4,False,550,868,1404,973,0.6930199430199431,1733,1197,1628,0.006346916314214468,0.0053545585833489895,0.005844520404934883,4,,False,False,False,25e53478d0346282ff4630918efeee272041559e,43709736dc6a287072a659bdae43d634f8e7952c,7548dc2ee1dab76d0210026a12163516d7faa51b,61e26725373b4269cba6474ed474da01f3b2a71f
testing_35,human breast cancer,100.tiff,100,2,2747,230.0,1386.0,0.22984761284250915,True,22,22,16,20,0,,False,4,11,39,9,36,28,27,7,43,5,40,36,35,4,4,4,4,False,521,756,1260,965,0.7658730158730159,1845,1341,1636,0.007956701330840588,0.00804778654128313,0.007555839605629444,4,,False,False,False,3c3fc329376bcbfee817282409f837b99c39a7b0,3aad0b233f1899cae4727876ef094c483a56d61e,870383ba630056ef6e28cc0bef8ca2e31b0fd19a,2eff36396e5a6a7ed10ceaab82e4b6e2d81a1eeb
