table,key,column,notebook,audit,match
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K20,delta_tp,2,2,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K20,delta_precision,0.1,0.1,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K20,base_size_a,27,27,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K20,domain,canine lymphosarcoma,canine lymphosarcoma,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K20,delta_tp,0,0,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K20,delta_precision,0.0,0.0,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K20,base_size_a,31,31,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K20,domain,canine soft tissue sarcoma,canine soft tissue sarcoma,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K20,delta_tp,-2,-2,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K20,delta_precision,-0.1,-0.1,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K20,base_size_a,41,41,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K20,domain,canine soft tissue sarcoma,canine soft tissue sarcoma,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K20,delta_tp,1,1,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K20,delta_precision,0.05,0.05,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K20,base_size_a,39,39,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K20,domain,human breast cancer,human breast cancer,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K20,delta_tp,-1,-1,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K20,delta_precision,-0.05,-0.05,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K20,base_size_a,23,23,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K20,domain,human breast cancer,human breast cancer,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K20,delta_tp,1,1,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K20,delta_precision,0.05,0.05,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K20,base_size_a,33,33,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K20,domain,human melanoma,human melanoma,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K20,delta_tp,0,0,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K20,delta_precision,0.0,0.0,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K20,base_size_a,27,27,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K20,domain,human melanoma,human melanoma,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K20,delta_tp,-1,-1,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K20,delta_precision,-0.05,-0.05,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K20,base_size_a,25,25,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K20,domain,human neuroendocrine tumor,human neuroendocrine tumor,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K20,delta_tp,-3,-3,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K20,delta_precision,-0.15,-0.15,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K20,base_size_a,31,31,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K20,domain,human neuroendocrine tumor,human neuroendocrine tumor,True
delta_per_roi,300.tiff/hem_bbox - gray_bbox/K30,delta_tp,0,0,True
delta_per_roi,300.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0,0.0,True
delta_per_roi,300.tiff/hem_bbox - gray_bbox/K30,base_size_a,25,25,True
delta_per_roi,300.tiff/hem_bbox - gray_bbox/K30,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
delta_per_roi,301.tiff/hem_bbox - gray_bbox/K30,delta_tp,-1,-1,True
delta_per_roi,301.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.0333333333333333,-0.03333333333333333,True
delta_per_roi,301.tiff/hem_bbox - gray_bbox/K30,base_size_a,33,33,True
delta_per_roi,301.tiff/hem_bbox - gray_bbox/K30,domain,canine cutaneous mast cell tumor,canine cutaneous mast cell tumor,True
delta_per_roi,201.tiff/hem_bbox - gray_bbox/K30,delta_tp,-2,-2,True
delta_per_roi,201.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.0666666666666666,-0.06666666666666667,True
delta_per_roi,201.tiff/hem_bbox - gray_bbox/K30,base_size_a,29,29,True
delta_per_roi,201.tiff/hem_bbox - gray_bbox/K30,domain,canine lung cancer,canine lung cancer,True
delta_per_roi,233.tiff/hem_bbox - gray_bbox/K30,delta_tp,-1,-1,True
delta_per_roi,233.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.0333333333333333,-0.03333333333333333,True
delta_per_roi,233.tiff/hem_bbox - gray_bbox/K30,base_size_a,23,23,True
delta_per_roi,233.tiff/hem_bbox - gray_bbox/K30,domain,canine lung cancer,canine lung cancer,True
delta_per_roi,245.tiff/hem_bbox - gray_bbox/K30,delta_tp,-2,-2,True
delta_per_roi,245.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.0666666666666666,-0.06666666666666667,True
delta_per_roi,245.tiff/hem_bbox - gray_bbox/K30,base_size_a,23,23,True
delta_per_roi,245.tiff/hem_bbox - gray_bbox/K30,domain,canine lymphosarcoma,canine lymphosarcoma,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K30,delta_tp,1,1,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0333333333333333,0.03333333333333333,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K30,base_size_a,27,27,True
delta_per_roi,246.tiff/hem_bbox - gray_bbox/K30,domain,canine lymphosarcoma,canine lymphosarcoma,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K30,delta_tp,0,0,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0,0.0,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K30,base_size_a,31,31,True
delta_per_roi,459.tiff/hem_bbox - gray_bbox/K30,domain,canine soft tissue sarcoma,canine soft tissue sarcoma,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K30,delta_tp,-2,-2,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.0666666666666666,-0.06666666666666667,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K30,base_size_a,41,41,True
delta_per_roi,460.tiff/hem_bbox - gray_bbox/K30,domain,canine soft tissue sarcoma,canine soft tissue sarcoma,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K30,delta_tp,1,1,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0333333333333333,0.03333333333333333,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K30,base_size_a,39,39,True
delta_per_roi,013.tiff/hem_bbox - gray_bbox/K30,domain,human breast cancer,human breast cancer,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K30,delta_tp,-2,-2,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.0666666666666666,-0.06666666666666667,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K30,base_size_a,23,23,True
delta_per_roi,094.tiff/hem_bbox - gray_bbox/K30,domain,human breast cancer,human breast cancer,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K30,delta_tp,1,1,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0333333333333333,0.03333333333333333,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K30,base_size_a,33,33,True
delta_per_roi,529.tiff/hem_bbox - gray_bbox/K30,domain,human melanoma,human melanoma,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K30,delta_tp,0,0,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0,0.0,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K30,base_size_a,27,27,True
delta_per_roi,548.tiff/hem_bbox - gray_bbox/K30,domain,human melanoma,human melanoma,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K30,delta_tp,0,0,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K30,delta_precision,0.0,0.0,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K30,base_size_a,25,25,True
delta_per_roi,402.tiff/hem_bbox - gray_bbox/K30,domain,human neuroendocrine tumor,human neuroendocrine tumor,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K30,delta_tp,-4,-4,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K30,delta_precision,-0.1333333333333333,-0.13333333333333333,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K30,base_size_a,31,31,True
delta_per_roi,403.tiff/hem_bbox - gray_bbox/K30,domain,human neuroendocrine tumor,human neuroendocrine tumor,True
delta_stats,gray_bbox - default_51/K10,mean_delta_precision,-0.0143,-0.0143,True
delta_stats,gray_bbox - default_51/K10,wins,1,1,True
delta_stats,gray_bbox - default_51/K10,losses,3,3,True
delta_stats,gray_bbox - default_51/K10,ties,10,10,True
delta_stats,gray_bbox - default_51/K10,n_nonzero,4,4,True
delta_stats,gray_bbox - default_51/K10,exact_p,0.625,0.625,True
delta_stats,gray_bbox - default_51/K20,mean_delta_precision,-0.0286,-0.0286,True
delta_stats,gray_bbox - default_51/K20,wins,0,0,True
delta_stats,gray_bbox - default_51/K20,losses,4,4,True
delta_stats,gray_bbox - default_51/K20,ties,10,10,True
delta_stats,gray_bbox - default_51/K20,n_nonzero,4,4,True
delta_stats,gray_bbox - default_51/K20,exact_p,0.125,0.125,True
delta_stats,gray_bbox - default_51/K30,mean_delta_precision,-0.0167,-0.0167,True
delta_stats,gray_bbox - default_51/K30,wins,3,3,True
delta_stats,gray_bbox - default_51/K30,losses,5,5,True
delta_stats,gray_bbox - default_51/K30,ties,6,6,True
delta_stats,gray_bbox - default_51/K30,n_nonzero,8,8,True
delta_stats,gray_bbox - default_51/K30,exact_p,0.2969,0.2969,True
delta_stats,hem_bbox - default_51/K10,mean_delta_precision,-0.0357,-0.0357,True
delta_stats,hem_bbox - default_51/K10,wins,0,0,True
delta_stats,hem_bbox - default_51/K10,losses,5,5,True
delta_stats,hem_bbox - default_51/K10,ties,9,9,True
delta_stats,hem_bbox - default_51/K10,n_nonzero,5,5,True
delta_stats,hem_bbox - default_51/K10,exact_p,0.0625,0.0625,True
delta_stats,hem_bbox - default_51/K20,mean_delta_precision,-0.0679,-0.0679,True
delta_stats,hem_bbox - default_51/K20,wins,1,1,True
delta_stats,hem_bbox - default_51/K20,losses,11,11,True
delta_stats,hem_bbox - default_51/K20,ties,2,2,True
delta_stats,hem_bbox - default_51/K20,n_nonzero,12,12,True
delta_stats,hem_bbox - default_51/K20,exact_p,0.0029,0.0029,True
delta_stats,hem_bbox - default_51/K30,mean_delta_precision,-0.0429,-0.0429,True
delta_stats,hem_bbox - default_51/K30,wins,1,1,True
delta_stats,hem_bbox - default_51/K30,losses,10,10,True
delta_stats,hem_bbox - default_51/K30,ties,3,3,True
delta_stats,hem_bbox - default_51/K30,n_nonzero,11,11,True
delta_stats,hem_bbox - default_51/K30,exact_p,0.0068,0.0068,True
delta_stats,hem_bbox - gray_bbox/K10,mean_delta_precision,-0.0214,-0.0214,True
delta_stats,hem_bbox - gray_bbox/K10,wins,0,0,True
delta_stats,hem_bbox - gray_bbox/K10,losses,3,3,True
delta_stats,hem_bbox - gray_bbox/K10,ties,11,11,True
delta_stats,hem_bbox - gray_bbox/K10,n_nonzero,3,3,True
delta_stats,hem_bbox - gray_bbox/K10,exact_p,0.25,0.25,True
delta_stats,hem_bbox - gray_bbox/K20,mean_delta_precision,-0.0393,-0.0393,True
delta_stats,hem_bbox - gray_bbox/K20,wins,3,3,True
delta_stats,hem_bbox - gray_bbox/K20,losses,9,9,True
delta_stats,hem_bbox - gray_bbox/K20,ties,2,2,True
delta_stats,hem_bbox - gray_bbox/K20,n_nonzero,12,12,True
delta_stats,hem_bbox - gray_bbox/K20,exact_p,0.0898,0.0898,True
delta_stats,hem_bbox - gray_bbox/K30,mean_delta_precision,-0.0262,-0.0262,True
delta_stats,hem_bbox - gray_bbox/K30,wins,3,3,True
delta_stats,hem_bbox - gray_bbox/K30,losses,7,7,True
delta_stats,hem_bbox - gray_bbox/K30,ties,4,4,True
delta_stats,hem_bbox - gray_bbox/K30,n_nonzero,10,10,True
delta_stats,hem_bbox - gray_bbox/K30,exact_p,0.0977,0.0977,True
gate2_current_raw,300.tiff/gray_bbox,base_size,49,49,True
gate2_current_raw,300.tiff/gray_bbox,n_det,99,99,True
gate2_current_raw,300.tiff/gray_bbox,tp_at_10,9,9,True
gate2_current_raw,300.tiff/gray_bbox,tp_at_20,19,19,True
gate2_current_raw,300.tiff/gray_bbox,tp_at_30,27,27,True
gate2_current_raw,300.tiff/hem_bbox,base_size,25,25,True
gate2_current_raw,300.tiff/hem_bbox,n_det,99,99,True
gate2_current_raw,300.tiff/hem_bbox,tp_at_10,8,8,True
gate2_current_raw,300.tiff/hem_bbox,tp_at_20,17,17,True
gate2_current_raw,300.tiff/hem_bbox,tp_at_30,27,27,True
gate2_current_raw,301.tiff/gray_bbox,base_size,41,41,True
gate2_current_raw,301.tiff/gray_bbox,n_det,98,98,True
gate2_current_raw,301.tiff/gray_bbox,tp_at_10,8,8,True
gate2_current_raw,301.tiff/gray_bbox,tp_at_20,18,18,True
gate2_current_raw,301.tiff/gray_bbox,tp_at_30,27,27,True
gate2_current_raw,301.tiff/hem_bbox,base_size,33,33,True
gate2_current_raw,301.tiff/hem_bbox,n_det,99,99,True
gate2_current_raw,301.tiff/hem_bbox,tp_at_10,8,8,True
gate2_current_raw,301.tiff/hem_bbox,tp_at_20,17,17,True
gate2_current_raw,301.tiff/hem_bbox,tp_at_30,26,26,True
gate2_current_raw,201.tiff/gray_bbox,base_size,51,51,True
gate2_current_raw,201.tiff/gray_bbox,n_det,98,98,True
gate2_current_raw,201.tiff/gray_bbox,tp_at_10,4,4,True
gate2_current_raw,201.tiff/gray_bbox,tp_at_20,8,8,True
gate2_current_raw,201.tiff/gray_bbox,tp_at_30,9,9,True
gate2_current_raw,201.tiff/hem_bbox,base_size,29,29,True
gate2_current_raw,201.tiff/hem_bbox,n_det,97,97,True
gate2_current_raw,201.tiff/hem_bbox,tp_at_10,4,4,True
gate2_current_raw,201.tiff/hem_bbox,tp_at_20,6,6,True
gate2_current_raw,201.tiff/hem_bbox,tp_at_30,7,7,True
gate2_current_raw,233.tiff/gray_bbox,base_size,25,25,True
gate2_current_raw,233.tiff/gray_bbox,n_det,97,97,True
gate2_current_raw,233.tiff/gray_bbox,tp_at_10,7,7,True
gate2_current_raw,233.tiff/gray_bbox,tp_at_20,8,8,True
gate2_current_raw,233.tiff/gray_bbox,tp_at_30,10,10,True
gate2_current_raw,233.tiff/hem_bbox,base_size,23,23,True
gate2_current_raw,233.tiff/hem_bbox,n_det,96,96,True
gate2_current_raw,233.tiff/hem_bbox,tp_at_10,6,6,True
gate2_current_raw,233.tiff/hem_bbox,tp_at_20,7,7,True
gate2_current_raw,233.tiff/hem_bbox,tp_at_30,9,9,True
gate2_current_raw,245.tiff/gray_bbox,base_size,51,51,True
gate2_current_raw,245.tiff/gray_bbox,n_det,97,97,True
gate2_current_raw,245.tiff/gray_bbox,tp_at_10,1,1,True
gate2_current_raw,245.tiff/gray_bbox,tp_at_20,4,4,True
gate2_current_raw,245.tiff/gray_bbox,tp_at_30,7,7,True
gate2_current_raw,245.tiff/hem_bbox,base_size,23,23,True
gate2_current_raw,245.tiff/hem_bbox,n_det,98,98,True
gate2_current_raw,245.tiff/hem_bbox,tp_at_10,1,1,True
gate2_current_raw,245.tiff/hem_bbox,tp_at_20,2,2,True
gate2_current_raw,245.tiff/hem_bbox,tp_at_30,5,5,True
gate2_current_raw,246.tiff/gray_bbox,base_size,41,41,True
gate2_current_raw,246.tiff/gray_bbox,n_det,96,96,True
gate2_current_raw,246.tiff/gray_bbox,tp_at_10,10,10,True
gate2_current_raw,246.tiff/gray_bbox,tp_at_20,14,14,True
gate2_current_raw,246.tiff/gray_bbox,tp_at_30,21,21,True
gate2_current_raw,246.tiff/hem_bbox,base_size,27,27,True
gate2_current_raw,246.tiff/hem_bbox,n_det,94,94,True
gate2_current_raw,246.tiff/hem_bbox,tp_at_10,10,10,True
gate2_current_raw,246.tiff/hem_bbox,tp_at_20,16,16,True
gate2_current_raw,246.tiff/hem_bbox,tp_at_30,22,22,True
gate2_current_raw,459.tiff/gray_bbox,base_size,33,33,True
gate2_current_raw,459.tiff/gray_bbox,n_det,99,99,True
gate2_current_raw,459.tiff/gray_bbox,tp_at_10,9,9,True
gate2_current_raw,459.tiff/gray_bbox,tp_at_20,17,17,True
gate2_current_raw,459.tiff/gray_bbox,tp_at_30,25,25,True
gate2_current_raw,459.tiff/hem_bbox,base_size,31,31,True
gate2_current_raw,459.tiff/hem_bbox,n_det,99,99,True
gate2_current_raw,459.tiff/hem_bbox,tp_at_10,9,9,True
gate2_current_raw,459.tiff/hem_bbox,tp_at_20,17,17,True
gate2_current_raw,459.tiff/hem_bbox,tp_at_30,25,25,True
gate2_current_raw,460.tiff/gray_bbox,base_size,47,47,True
gate2_current_raw,460.tiff/gray_bbox,n_det,99,99,True
gate2_current_raw,460.tiff/gray_bbox,tp_at_10,7,7,True
gate2_current_raw,460.tiff/gray_bbox,tp_at_20,16,16,True
gate2_current_raw,460.tiff/gray_bbox,tp_at_30,17,17,True
gate2_current_raw,460.tiff/hem_bbox,base_size,41,41,True
gate2_current_raw,460.tiff/hem_bbox,n_det,99,99,True
gate2_current_raw,460.tiff/hem_bbox,tp_at_10,7,7,True
gate2_current_raw,460.tiff/hem_bbox,tp_at_20,14,14,True
gate2_current_raw,460.tiff/hem_bbox,tp_at_30,15,15,True
gate2_current_raw,013.tiff/gray_bbox,base_size,39,39,True
gate2_current_raw,013.tiff/gray_bbox,n_det,97,97,True
gate2_current_raw,013.tiff/gray_bbox,tp_at_10,6,6,True
gate2_current_raw,013.tiff/gray_bbox,tp_at_20,8,8,True
gate2_current_raw,013.tiff/gray_bbox,tp_at_30,9,9,True
gate2_current_raw,013.tiff/hem_bbox,base_size,39,39,True
gate2_current_raw,013.tiff/hem_bbox,n_det,98,98,True
gate2_current_raw,013.tiff/hem_bbox,tp_at_10,6,6,True
gate2_current_raw,013.tiff/hem_bbox,tp_at_20,9,9,True
gate2_current_raw,013.tiff/hem_bbox,tp_at_30,10,10,True
gate2_current_raw,094.tiff/gray_bbox,base_size,25,25,True
gate2_current_raw,094.tiff/gray_bbox,n_det,96,96,True
gate2_current_raw,094.tiff/gray_bbox,tp_at_10,5,5,True
gate2_current_raw,094.tiff/gray_bbox,tp_at_20,15,15,True
gate2_current_raw,094.tiff/gray_bbox,tp_at_30,22,22,True
gate2_current_raw,094.tiff/hem_bbox,base_size,23,23,True
gate2_current_raw,094.tiff/hem_bbox,n_det,98,98,True
gate2_current_raw,094.tiff/hem_bbox,tp_at_10,5,5,True
gate2_current_raw,094.tiff/hem_bbox,tp_at_20,14,14,True
gate2_current_raw,094.tiff/hem_bbox,tp_at_30,20,20,True
gate2_current_raw,529.tiff/gray_bbox,base_size,37,37,True
gate2_current_raw,529.tiff/gray_bbox,n_det,97,97,True
gate2_current_raw,529.tiff/gray_bbox,tp_at_10,6,6,True
gate2_current_raw,529.tiff/gray_bbox,tp_at_20,7,7,True
gate2_current_raw,529.tiff/gray_bbox,tp_at_30,7,7,True
gate2_current_raw,529.tiff/hem_bbox,base_size,33,33,True
gate2_current_raw,529.tiff/hem_bbox,n_det,96,96,True
gate2_current_raw,529.tiff/hem_bbox,tp_at_10,6,6,True
gate2_current_raw,529.tiff/hem_bbox,tp_at_20,8,8,True
gate2_current_raw,529.tiff/hem_bbox,tp_at_30,8,8,True
gate2_current_raw,548.tiff/gray_bbox,base_size,29,29,True
gate2_current_raw,548.tiff/gray_bbox,n_det,98,98,True
gate2_current_raw,548.tiff/gray_bbox,tp_at_10,8,8,True
gate2_current_raw,548.tiff/gray_bbox,tp_at_20,13,13,True
gate2_current_raw,548.tiff/gray_bbox,tp_at_30,21,21,True
gate2_current_raw,548.tiff/hem_bbox,base_size,27,27,True
gate2_current_raw,548.tiff/hem_bbox,n_det,98,98,True
gate2_current_raw,548.tiff/hem_bbox,tp_at_10,8,8,True
gate2_current_raw,548.tiff/hem_bbox,tp_at_20,13,13,True
gate2_current_raw,548.tiff/hem_bbox,tp_at_30,21,21,True
gate2_current_raw,402.tiff/gray_bbox,base_size,29,29,True
gate2_current_raw,402.tiff/gray_bbox,n_det,98,98,True
gate2_current_raw,402.tiff/gray_bbox,tp_at_10,7,7,True
gate2_current_raw,402.tiff/gray_bbox,tp_at_20,12,12,True
gate2_current_raw,402.tiff/gray_bbox,tp_at_30,15,15,True
gate2_current_raw,402.tiff/hem_bbox,base_size,25,25,True
gate2_current_raw,402.tiff/hem_bbox,n_det,98,98,True
gate2_current_raw,402.tiff/hem_bbox,tp_at_10,7,7,True
gate2_current_raw,402.tiff/hem_bbox,tp_at_20,11,11,True
gate2_current_raw,402.tiff/hem_bbox,tp_at_30,15,15,True
gate2_current_raw,403.tiff/gray_bbox,base_size,51,51,True
gate2_current_raw,403.tiff/gray_bbox,n_det,98,98,True
gate2_current_raw,403.tiff/gray_bbox,tp_at_10,5,5,True
gate2_current_raw,403.tiff/gray_bbox,tp_at_20,10,10,True
gate2_current_raw,403.tiff/gray_bbox,tp_at_30,14,14,True
gate2_current_raw,403.tiff/hem_bbox,base_size,31,31,True
gate2_current_raw,403.tiff/hem_bbox,n_det,95,95,True
gate2_current_raw,403.tiff/hem_bbox,tp_at_10,4,4,True
gate2_current_raw,403.tiff/hem_bbox,tp_at_20,7,7,True
gate2_current_raw,403.tiff/hem_bbox,tp_at_30,10,10,True
tierB_click,013.tiff,joint click ann_id,249,249,True
tierB_click,013.tiff,n_retries (notebook cell 4 print),1,1,True
tierB_geometry,013.tiff/default_51,base_size,51,51,True
tierB_geometry,013.tiff/default_51,tpl_offset_px,0.0,0.0,True
tierB_pipeline,013.tiff/default_51,top30 coordinates identical,True,True,True
tierB_pipeline,013.tiff/default_51,n_detections,99,99,True
tierB_pipeline,013.tiff/default_51,tp_at_10 full-list match vs notebook,6,6,True
tierB_prefix,013.tiff/default_51,tp_at_10 full-list vs top-K-only (repo rule),6,6,True
tierB_prefix,013.tiff/default_51,tp_at_10 full-list vs top-K-only (mitotic-only rule),6,6,True
tierB_pipeline,013.tiff/default_51,tp_at_20 full-list match vs notebook,8,8,True
tierB_prefix,013.tiff/default_51,tp_at_20 full-list vs top-K-only (repo rule),8,8,True
tierB_prefix,013.tiff/default_51,tp_at_20 full-list vs top-K-only (mitotic-only rule),8,8,True
tierB_pipeline,013.tiff/default_51,tp_at_30 full-list match vs notebook,9,9,True
tierB_prefix,013.tiff/default_51,tp_at_30 full-list vs top-K-only (repo rule),9,9,True
tierB_prefix,013.tiff/default_51,tp_at_30 full-list vs top-K-only (mitotic-only rule),9,9,True
tierB_geometry,013.tiff/gray_bbox,base_size,39,39,True
tierB_geometry,013.tiff/gray_bbox,tpl_offset_px,2.5,2.5,True
tierB_pipeline,013.tiff/gray_bbox,top30 coordinates identical,True,True,True
tierB_pipeline,013.tiff/gray_bbox,n_detections,97,97,True
tierB_pipeline,013.tiff/gray_bbox,tp_at_10 full-list match vs notebook,6,6,True
tierB_prefix,013.tiff/gray_bbox,tp_at_10 full-list vs top-K-only (repo rule),6,6,True
tierB_prefix,013.tiff/gray_bbox,tp_at_10 full-list vs top-K-only (mitotic-only rule),6,6,True
tierB_pipeline,013.tiff/gray_bbox,tp_at_20 full-list match vs notebook,8,8,True
tierB_prefix,013.tiff/gray_bbox,tp_at_20 full-list vs top-K-only (repo rule),8,8,True
tierB_prefix,013.tiff/gray_bbox,tp_at_20 full-list vs top-K-only (mitotic-only rule),8,8,True
tierB_pipeline,013.tiff/gray_bbox,tp_at_30 full-list match vs notebook,9,9,True
tierB_prefix,013.tiff/gray_bbox,tp_at_30 full-list vs top-K-only (repo rule),9,9,True
tierB_prefix,013.tiff/gray_bbox,tp_at_30 full-list vs top-K-only (mitotic-only rule),9,9,True
tierB_vs_reference_raw,013.tiff/gray_bbox/tm_score,tp_at_10,6,6,True
tierB_vs_reference_raw,013.tiff/gray_bbox/chromatin_od,tp_at_10,6,6,True
tierB_vs_reference_raw,013.tiff/gray_bbox/tm_score,tp_at_20,6,6,True
tierB_vs_reference_raw,013.tiff/gray_bbox/chromatin_od,tp_at_20,8,8,True
tierB_vs_reference_raw,013.tiff/gray_bbox/tm_score,tp_at_30,7,7,True
tierB_vs_reference_raw,013.tiff/gray_bbox/chromatin_od,tp_at_30,9,9,True
tierB_vs_reference_raw,013.tiff/gray_bbox/tm_score,tp_at_50,7,7,True
tierB_vs_reference_raw,013.tiff/gray_bbox/chromatin_od,tp_at_50,9,9,True
tierB_geometry,013.tiff/hem_bbox,base_size,39,39,True
tierB_geometry,013.tiff/hem_bbox,tpl_offset_px,1.118,1.118,True
tierB_pipeline,013.tiff/hem_bbox,top30 coordinates identical,True,True,True
tierB_pipeline,013.tiff/hem_bbox,n_detections,98,98,True
tierB_pipeline,013.tiff/hem_bbox,tp_at_10 full-list match vs notebook,6,6,True
tierB_prefix,013.tiff/hem_bbox,tp_at_10 full-list vs top-K-only (repo rule),6,6,True
tierB_prefix,013.tiff/hem_bbox,tp_at_10 full-list vs top-K-only (mitotic-only rule),6,6,True
tierB_pipeline,013.tiff/hem_bbox,tp_at_20 full-list match vs notebook,9,9,True
tierB_prefix,013.tiff/hem_bbox,tp_at_20 full-list vs top-K-only (repo rule),9,9,True
tierB_prefix,013.tiff/hem_bbox,tp_at_20 full-list vs top-K-only (mitotic-only rule),9,9,True
tierB_pipeline,013.tiff/hem_bbox,tp_at_30 full-list match vs notebook,10,10,True
tierB_prefix,013.tiff/hem_bbox,tp_at_30 full-list vs top-K-only (repo rule),10,10,True
tierB_prefix,013.tiff/hem_bbox,tp_at_30 full-list vs top-K-only (mitotic-only rule),10,10,True
tierB_vs_reference_raw,013.tiff/hem_bbox/tm_score,tp_at_10,6,6,True
tierB_vs_reference_raw,013.tiff/hem_bbox/chromatin_od,tp_at_10,6,6,True
tierB_vs_reference_raw,013.tiff/hem_bbox/tm_score,tp_at_20,6,6,True
tierB_vs_reference_raw,013.tiff/hem_bbox/chromatin_od,tp_at_20,9,9,True
tierB_vs_reference_raw,013.tiff/hem_bbox/tm_score,tp_at_30,7,7,True
tierB_vs_reference_raw,013.tiff/hem_bbox/chromatin_od,tp_at_30,10,10,True
tierB_vs_reference_raw,013.tiff/hem_bbox/tm_score,tp_at_50,7,7,True
tierB_vs_reference_raw,013.tiff/hem_bbox/chromatin_od,tp_at_50,10,10,True
tierB_click,094.tiff,joint click ann_id,2512,2512,True
tierB_click,094.tiff,n_retries (notebook cell 4 print),0,0,True
tierB_geometry,094.tiff/default_51,base_size,51,51,True
tierB_geometry,094.tiff/default_51,tpl_offset_px,0.0,0.0,True
tierB_pipeline,094.tiff/default_51,top30 coordinates identical,True,True,True
tierB_pipeline,094.tiff/default_51,n_detections,99,99,True
tierB_pipeline,094.tiff/default_51,tp_at_10 full-list match vs notebook,5,5,True
tierB_prefix,094.tiff/default_51,tp_at_10 full-list vs top-K-only (repo rule),5,5,True
tierB_prefix,094.tiff/default_51,tp_at_10 full-list vs top-K-only (mitotic-only rule),5,5,True
tierB_pipeline,094.tiff/default_51,tp_at_20 full-list match vs notebook,15,15,True
